"","CorrDisease","PvalDisease"
"CTAGE5",0.245274849087927,3.51009856342266e-10
"RCN1",0.280507546792839,5.55204893803861e-13
"ADD3",0.23547488577864,1.78510654357332e-09
"BMPR1B",0.427244982206276,1.18880863734732e-29
"PTPN5",-0.565996569761716,3.13540593943292e-55
"HBS1L",-0.352954133288754,4.00182190598567e-20
"NELL2",-0.464328129387856,2.22170707150038e-35
"TMEM38A",-0.538128601101597,4.20188938090341e-49
"ELF1",0.455056007281818,7.01085954183199e-34
"MARK1",-0.501547421969747,6.99496020701757e-42
"PRKD3",0.53605598423367,1.13908148654416e-48
"GPC6",0.176422677826926,7.49439479916744e-06
"TMEM123",0.388410822996781,2.27918816288243e-24
"HS3ST4",-0.323046802071274,6.13688375277877e-17
"BAZ1A",0.50487051816866,1.67656853071994e-42
"SH3GL2",-0.379111480235794,3.32868420320392e-23
"MAPKAPK2",0.540436305908036,1.37294559454412e-49
"INSM1",-0.231774871044426,3.23847826440404e-09
"LMOD3",-0.327687477045158,2.07118901783128e-17
"RBP1",-0.355700636829809,1.95913095434318e-20
"LOH12CR1",-0.178575353955843,5.76896207531914e-06
"PTPRN2",-0.486803508018071,3.28427200338039e-39
"CCT6B",-0.190106758726062,1.34630108797493e-06
"TP53BP2",0.383892821204547,8.47634614684868e-24
"RAC2",0.251611992636745,1.18029252794123e-10
"GPR56",0.432285189864527,2.17473744454787e-30
"ARHGEF16",0.20862262342711,1.07461956999056e-07
"C1RL",0.184165057464044,2.88184279365351e-06
"PRKD2",0.361889110912108,3.81881536427423e-21
"ATP6V1G2",-0.507878089156884,4.53987516012777e-43
"SUSD1",-0.365170216518866,1.58148311364703e-21
"LRRC56",0.110239777019223,0.00534691152972157
"PLAGL2",0.45704390961688,3.37471946510536e-34
"STAG2",0.352065966508334,5.03407620026577e-20
"NEDD4",0.504302628295535,2.14249873414375e-42
"YPEL1",-0.299131389522925,1.23684282826419e-14
"RPS23",0.111128581673476,0.00498577201893095
"PSMA4",0.245268287719025,3.51400687635533e-10
"FZD5",0.16590864923831,2.57276729376675e-05
"IMPA2",0.346538424672058,2.06581746270295e-19
"NFKBIE",-0.378630795292336,3.81463970480959e-23
"ITGB1",0.213530990180583,5.28114952465135e-08
"RINT1",-0.316375960293069,2.83063501669059e-16
"UNC13A",-0.494763846037523,1.23077853685872e-40
"LRRC58",0.249315461665308,1.75806929511229e-10
"PLEKHB1",0.298103778435987,1.5369897454479e-14
"PAX6",0.445174165625645,2.474802770773e-32
"IDS",-0.272645016710347,2.54520580140693e-12
"SMARCA2",-0.53269559515828,5.6547101419758e-48
"FAM107B",0.249406568516413,1.73062857136974e-10
"TTC17",0.10483168807817,0.00809851138209388
"EIF5A2",-0.162964093850161,3.58672742661821e-05
"TMEM132A",0.190304497970702,1.31208488036438e-06
"VASP",0.475812450571955,2.66116138738419e-37
"RAB3IL1",0.529530042365841,2.51654639419466e-47
"CDC42EP3",-0.15580558937272,7.85533450309644e-05
"ITGA6",0.303096612886471,5.30484109209691e-15
"KCNH2",-0.354106544289515,2.96805906094674e-20
"TCIRG1",0.527723144605639,5.85931301391311e-47
"TK1",0.203577106129979,2.1913480512742e-07
"DGKH",-0.102832873772659,0.00939940145057742
"GRIA2",-0.465161144270365,1.62084992464024e-35
"YWHAZ",-0.479937421976667,5.21035364069893e-38
"NT5DC3",-0.105762652220128,0.0075494568996242
"RHOV",-0.357279085996418,1.29542803693465e-20
"TRIM59",-0.185675813297288,2.38024259076176e-06
"BTG1",0.501451883119609,7.286516498468e-42
"PHF1",0.419103620815084,1.7407029000185e-28
"SOX10",0.47111609207677,1.65849328463404e-36
"NAT6",-0.281317779929763,4.73261086486223e-13
"NPHS2",-0.128825022462251,0.00111964137791472
"MAN2A1",0.299228043400677,1.21177001961038e-14
"KRAS",-0.367477371440055,8.4564370163867e-22
"WFS1",0.482131788048522,2.168565773279e-38
"GPRASP1",-0.555850732472818,6.22545857068118e-53
"ASPH",0.424332753736076,3.13127383964107e-29
"PLEKHB2",-0.439820290072043,1.62604447148207e-31
"LHFPL3",-0.304866982637821,3.61993209039109e-15
"DKK3",-0.141921400506695,0.000326765157506283
"TSPAN5",-0.405672023092536,1.24535460800889e-26
"HIST1H3B",-0.130570691582229,0.000956107844408642
"ACVR1C",-0.156378785278524,7.38651960569261e-05
"COL4A5",0.132993620515254,0.000765510646743046
"MATN2",0.262028318415845,1.84193636874125e-11
"MEGF10",0.495081011826884,1.07788410936255e-40
"BANF1",0.24239444921514,5.70349614687903e-10
"HIST1H2BE",0.327375815732262,2.22923316524103e-17
"CLTA",-0.42299447624413,4.87118183880379e-29
"MAN1A2",-0.185858365927208,2.32562799959463e-06
"GPR107",0.350990585255549,6.63997467437987e-20
"NDN",-0.388374323832925,2.30369027690312e-24
"TLR7",0.288820879173898,1.05203562588858e-13
"PIM1",0.352161196264692,4.91189530763613e-20
"MAPK8",-0.481620655144278,2.66130300529404e-38
"CRIP1",0.127960715214769,0.00120982506524323
"SMAD3",-0.445242046080014,2.41591056268179e-32
"NKIRAS1",-0.504220810632303,2.21946220721614e-42
"DAP",0.295745089914707,2.52245187576997e-14
"RHOQ",0.43038975353893,4.13323037528913e-30
"ZNF148",0.141327875847195,0.000346336752818484
"CAB39L",0.277872879146706,9.29829593182066e-13
"CPT1B",0.391083975218461,1.03771555998009e-24
"CIC",0.555237665825963,8.52118811786428e-53
"SOHLH1",-0.312716217212649,6.4433200695632e-16
"SNAP91",-0.536097971279624,1.11637646531822e-48
"TMEM5",-0.221137729967668,1.69777632078999e-08
"PMS2",-0.366199727781146,1.1967913966238e-21
"KLF9",-0.156144088625093,7.57519252624704e-05
"SYT15",0.127405924574727,0.00127119152153712
"COL6A1",0.366251817377744,1.1800007990769e-21
"NBEA",-0.396798785915941,1.88358230793499e-25
"CX3CL1",-0.42768947282816,1.0245974104515e-29
"CDADC1",0.194662749679655,7.38890123498957e-07
"LRRC8A",0.416807290536261,3.66246465173322e-28
"SELENBP1",0.388928252962281,1.95831768866142e-24
"CD33",0.347860548354626,1.47752150707136e-19
"TMEM17",-0.41629901340753,4.31460764026685e-28
"DBNDD1",-0.356310839601375,1.67006424335992e-20
"CPSF1",0.383732568477459,8.87726057947912e-24
"LIFR",0.363848963071174,2.25824599782516e-21
"SMPD3",-0.468690725764229,4.21980255709625e-36
"FNDC4",-0.498555824252258,2.49722581863061e-41
"GDNF",-0.148611099024036,0.00016699625747894
"PCMT1",-0.470779194981704,1.88905869277557e-36
"C17orf51",-0.378105909161583,4.4255145488617e-23
"RPS3",0.127799467747194,0.0012273734366481
"PLEKHG2",0.328727270026341,1.61959305300697e-17
"ACSL6",-0.43922461080961,2.0007915399465e-31
"MAP4",-0.18964923859306,1.42878190405178e-06
"NANOS1",0.154539617138161,8.9920722865449e-05
"MRPL12",-0.166803796125533,2.32295097393621e-05
"TIMP2",0.158691489184295,5.74995206199768e-05
"BCAP29",-0.528139547899126,4.8245561129626e-47
"PRNP",-0.391099920197234,1.03283442166766e-24
"ALPPL2",0.508693785292086,3.17823331544484e-43
"PTPRB",0.199816734625561,3.68392312484427e-07
"LRRC8B",-0.472176027515143,1.10013066211824e-36
"DENND4C",0.124705422333917,0.00161292614710147
"C1orf63",0.302924362974519,5.50503844919406e-15
"GNAL",-0.43791812443921,3.14864780746592e-31
"ATPBD4",-0.217352408001591,3.0017897788553e-08
"SSTR2",0.152604129679651,0.000110336628282583
"JAM2",0.177645720056466,6.46158340338851e-06
"PGM2L1",-0.395610475198848,2.69326597375649e-25
"CDK2AP2",0.493285931601434,2.27941390916735e-40
"HSPA12B",-0.145173616255905,0.000236629311557622
"DUX4",0.457752553371567,2.59739204494603e-34
"GRIN2A",-0.330108841640581,1.16639612930341e-17
"DAB1",-0.20951091339817,9.46166973758571e-08
"DNMT3A",-0.405930682282465,1.14912706107949e-26
"MAP3K6",0.442969213959097,5.39539295275616e-32
"DHFRL1",-0.138464860295684,0.000457075901508118
"PDLIM5",-0.187804484869753,1.813248587079e-06
"STARD10",0.458036907078831,2.33796813730295e-34
"MAST3",-0.423508667384635,4.11149288928843e-29
"PTPN4",-0.132120596690189,0.00082971149803105
"BAIAP2L2",-0.217567843981469,2.90679101607826e-08
"RIN2",0.428200273401191,8.63465309169335e-30
"CEBPG",0.258863660781032,3.26717853718515e-11
"NINJ1",0.49285033869949,2.73185620234884e-40
"PLXNB1",0.515445498902072,1.60019547661656e-44
"TRAF3IP3",0.20342560310644,2.23812089183588e-07
"HDAC11",-0.10888697195945,0.00594193014098834
"GABRG1",0.161197137309964,4.36611515416592e-05
"CDK5RAP2",0.103706017740108,0.00880983970130021
"C10orf114",0.456804503704828,3.68629017993461e-34
"MCL1",0.446574584908753,1.50407961717292e-32
"C14orf129",-0.484760625527553,7.52410464990237e-39
"CDK2AP1",0.351267773983013,6.1832396165893e-20
"ACOT7",-0.451276639631787,2.7779417861022e-33
"TSPAN7",-0.543074786695825,3.78093208218418e-50
"KLHL21",0.47881600346344,8.13497566897753e-38
"PPFIBP2",0.28099482411644,5.0439600733382e-13
"KLHDC5",-0.485874146568235,4.79204712355658e-39
"DGKZ",-0.27821611653466,8.6968747112912e-13
"HPS1",-0.222584806554758,1.36170789880966e-08
"PCCB",-0.499259335337845,1.85345300736187e-41
"IRAK1",0.164527043890336,3.008956744196e-05
"DPM2",-0.187526417579675,1.87918413084431e-06
"ZMYM5",-0.336907156928085,2.26308170667891e-18
"WDFY4",0.245526684380229,3.36324987260208e-10
"PXDN",-0.251062036342798,1.29893342342095e-10
"THEG",-0.236270314550013,1.56849621837705e-09
"ADCY2",-0.440634288241586,1.22394831287595e-31
"ZNF713",-0.126618002061798,0.0013632810002736
"ENTPD1",0.353925783758457,3.11075070929033e-20
"RAPH1",0.117577161004673,0.00295867173423843
"SREBF1",0.200849470345532,3.19727108697214e-07
"LPIN1",0.48581650560865,4.90547659953576e-39
"PTAR1",0.530281492335165,1.76810069191774e-47
"PUS3",0.231653222514185,3.30195961953924e-09
"STMN4",-0.161118452687631,4.40430355832617e-05
"CBLN2",-0.354344708452074,2.7898685638023e-20
"EMILIN1",0.333411047468077,5.28624958566723e-18
"ZNF138",-0.309088231980359,1.44003244056567e-15
"RPL15",-0.452602387551954,1.71720689553808e-33
"CHSY1",0.40709899074106,7.98430822764534e-27
"KYNU",0.25354418245546,8.41504192703537e-11
"NFIC",0.300513394216149,9.22191233033444e-15
"NSF",-0.549598138690262,1.48385512891496e-51
"ELF4",0.393744973724067,4.70764844353748e-25
"OPHN1",0.142625660739471,0.000304882558068099
"JAM3",0.266335965911098,8.33871348205664e-12
"VKORC1L1",-0.499785970070226,1.48204287103857e-41
"PLDN",-0.352512321552976,4.48614605453559e-20
"PRMT6",-0.484364948332128,8.82885361396756e-39
"DNAH5",-0.134220507059708,0.000683038778664338
"B4GALT2",-0.243802923696453,4.50181930768625e-10
"ZNF397",0.454090596890403,9.98220410895497e-34
"HECTD2",-0.186780298474097,2.06765575888298e-06
"ZFAND2A",-0.136445825802941,0.00055411050024325
"SAFB2",0.539654239205109,2.00773577816615e-49
"AHCYL1",0.199892245938953,3.64604875857124e-07
"TMEM66",-0.424389140457776,3.07337880844967e-29
"SLC12A7",0.24815268143279,2.14780527767183e-10
"FAM111A",0.356381096263329,1.6396118892061e-20
"SYNCRIP",-0.551046985303599,7.15896137226888e-52
"SH3BP2",0.412785591667542,1.32911958895994e-27
"CNTNAP5",-0.281059925945955,4.97962479574781e-13
"SFXN5",-0.289606205017758,8.96475165346574e-14
"SLC45A3",0.202097281564135,2.69155511185202e-07
"CREM",0.297212184428158,1.85452403032928e-14
"RELB",-0.104209385159393,0.00848514333489752
"ZC3HAV1",0.186802265126617,2.06185690606003e-06
"ZNF326",-0.244414262033961,4.06058786224442e-10
"HECTD3",0.3501285525281,8.28367698729658e-20
"SDC1",-0.155033186732269,8.53159199756279e-05
"MKLN1",0.443979179012988,3.77825286583695e-32
"CEP68",-0.467372678383131,6.98780927498641e-36
"C15orf5",0.274147723998458,1.90974777703775e-12
"RHOJ",0.286016973444641,1.85515298529404e-13
"STXBP6",-0.265971951399344,8.9212226735048e-12
"ADRB2",0.237211655649997,1.34504114693937e-09
"ASH1L",-0.327726719619341,2.05208788837858e-17
"SERF1B",-0.409005507451309,4.39382177403775e-27
"TRIM45",-0.418153234108375,2.36989017196746e-28
"BGLAP",0.253518481379327,8.45315399940061e-11
"GNAQ",-0.235641151933168,1.73755108312821e-09
"SLC43A1",0.434330292996724,1.08272185362603e-30
"PGM2",0.447141897435069,1.22849350469762e-32
"FBXO30",0.493655750481846,1.95421960495593e-40
"AP1S2",-0.349737589806136,9.15567985921197e-20
"DGKB",-0.355804432061721,1.90669416342539e-20
"RP2",0.378272283415765,4.22210028989448e-23
"NOXA1",-0.382999528088435,1.09633817778298e-23
"MPP6",0.314851794731929,3.9926206970694e-16
"SEZ6L2",-0.29649912066432,2.15406221939668e-14
"C1orf38",0.180002085993812,4.84209573760658e-06
"R3HDM1",-0.526128327148831,1.23019574209946e-46
"TBKBP1",0.105157509362257,0.00790242288099612
"ADHFE1",-0.111463840908207,0.00485536871485287
"SYAP1",-0.401564667179588,4.42376132799798e-26
"ZNF292",0.267974942879715,6.1448104780249e-12
"HEXIM1",0.277682580353527,9.64909189726222e-13
"GNRH1",0.55268413838685,3.12822332846975e-52
"FAM81A",-0.507324539875109,5.77957395190604e-43
"PDE4C",-0.209784488550727,9.09686613842109e-08
"SLC2A4RG",0.376636670189952,6.6975218165456e-23
"TPST2",0.215946522816198,3.69971793657961e-08
"PSAT1",0.395526725058571,2.76185190720619e-25
"CAV2",0.163266699438536,3.46723964197825e-05
"LPP",0.366994189600053,9.64514179176361e-22
"OGG1",-0.220697847545284,1.81497663333608e-08
"HPCAL4",-0.353945064233369,3.09521406521655e-20
"SH3BP4",0.494558603595827,1.34099321421618e-40
"C19orf25",0.440245961015094,1.4017144014948e-31
"TMEM2",0.300544514143074,9.16098577448159e-15
"LAMB1",-0.391585514050691,8.9457747099592e-25
"GABARAPL1",-0.562960417435596,1.55695441039372e-54
"CNKSR3",0.321298667708648,9.19483650843915e-17
"DPEP3",-0.114084884485728,0.00393738285254485
"C20orf7",-0.238129015111551,1.15721744862095e-09
"BST2",0.338927520260395,1.37918658099078e-18
"AES",0.219731925094266,2.10048025314072e-08
"HLA-E",0.184414880676852,2.79243834636048e-06
"NGEF",-0.552296317073363,3.80759907846996e-52
"ARL3",-0.351929086170234,5.21496184449028e-20
"HECW2",-0.518379674365611,4.27509283603833e-45
"HSF1",0.433835007089383,1.28251073857464e-30
"SURF6",-0.221538365857958,1.59743753180745e-08
"DDR1",0.495187571645715,1.03086953368857e-40
"HMGN2",-0.406923429983378,8.43411388156048e-27
"SERINC3",-0.429555314850858,5.47652327377927e-30
"MYT1",0.141321245933691,0.000346561428155277
"TP53INP1",0.401155142441225,5.01486465389993e-26
"LRRTM4",-0.278270863564989,8.60453698484802e-13
"PIAS1",0.409505820184743,3.75399535158814e-27
"CLUAP1",-0.122968966480934,0.00187525679389069
"FLRT2",-0.115502538416153,0.0035092849467389
"CALCOCO2",0.54207350966699,6.17616327166011e-50
"CDCA7L",-0.135696141270079,0.000594777556696508
"SLC9A9",0.445875037441913,1.9294307422147e-32
"ACAT2",-0.390162956543706,1.3619588262584e-24
"FOXF2",0.27853981249524,8.16468172723956e-13
"SFTPC",0.117039530496816,0.00309325437109411
"CALML3",-0.471662704194984,1.34232462513624e-36
"PLAU",0.1173393493005,0.00301753063993651
"QPRT",0.270022840832613,4.18371064750684e-12
"KLF6",0.251933502036837,1.11590074208392e-10
"DNHD1",0.196944077750108,5.44216402427022e-07
"NEBL",0.443831186255888,3.98104235746025e-32
"OTUD4",0.353200662682402,3.7543809926094e-20
"CUL1",-0.277943421274244,9.17145716476671e-13
"PARD3",0.489714722187565,9.98116521436004e-40
"MAD2L1",-0.395567242277509,2.72845799461154e-25
"BAALC",-0.343738901267678,4.17852833886703e-19
"CHAF1B",-0.537644464308901,5.30741589070836e-49
"SERF1A",-0.396279611830675,2.20247260169658e-25
"SPG20",0.544116862555267,2.26480960924869e-50
"GABARAPL3",-0.44514348316794,2.50188704530039e-32
"CHD9",-0.145162077079534,0.00023690328227248
"UNG",0.374717041599432,1.14721964432538e-22
"SLC25A22",-0.166894075382655,2.29907586769791e-05
"PHGDH",0.437521385071504,3.61205076323428e-31
"CAPZA2",-0.24893271207809,1.87805717146961e-10
"ATM",0.17198269251036,1.2730702476496e-05
"ATP1B2",0.122087541129257,0.00202287775164813
"ACSL1",0.386968985892791,3.47365915191744e-24
"SDS",-0.102425728183896,0.0096861255271996
"RGS12",-0.334863694609445,3.72073471200838e-18
"EPC1",-0.121089823405425,0.00220276250559996
"UBE2NL",-0.509535093710847,2.19799105485865e-43
"ELP4",0.174011221634501,1.00098952400029e-05
"SLC15A3",0.425401887781019,2.19676680385935e-29
"ARRB1",0.300336358637274,9.57615642481077e-15
"HEPH",0.38275488062752,1.1762122482649e-23
"SLC24A1",-0.301518918979,7.44094198170085e-15
"BMPR1A",0.276454500292986,1.2245550398741e-12
"TRIM44",-0.250990359290673,1.31522800224337e-10
"PPAPDC1A",0.357065935673512,1.3700353600914e-20
"PPM1K",0.205909205585469,1.57994513690091e-07
"SLC2A11",-0.361219697060999,4.56559950756094e-21
"VLDLR",-0.466828347057439,8.60055460592154e-36
"VPS29",-0.344404361102546,3.53656699939934e-19
"SEZ6L",-0.335443342479025,3.23252846859297e-18
"NAV3",-0.509791750603197,1.96370911069535e-43
"ATP10A",-0.182337294333014,3.62447356461105e-06
"AKAP8",0.233981067395076,2.27313670150286e-09
"DAAM2",-0.184862620569882,2.63880800894621e-06
"TMCO4",0.46756993919437,6.48065008216847e-36
"ATP2A2",-0.187707889781932,1.83589782833087e-06
"LRP2BP",-0.14898157052087,0.000160766764901075
"BRWD1",0.464038751502448,2.47839790480418e-35
"DTX4",-0.460381805887604,9.78006680572121e-35
"SPATA20",0.154004798024955,9.51742924799456e-05
"RALGDS",0.29827121244507,1.48362017906705e-14
"PLEKHG3",0.324174135056984,4.7217280099061e-17
"DLAT",-0.488873751555383,1.40965993993681e-39
"PSAP",-0.157611602963507,6.46613434657867e-05
"STAR",-0.369254919077178,5.20250279579887e-22
"EPS8",0.432312731564857,2.15447515138011e-30
"GSK3B",0.186172788987078,2.23436414451949e-06
"GSTZ1",-0.427535469106781,1.07877763038779e-29
"C10orf35",-0.453979475441797,1.03958040707493e-33
"RTKN",0.367669283460564,8.02551480301436e-22
"AFF1",0.557135793995548,3.21727814979093e-53
"GPR37",0.111590185637612,0.00480702952128328
"SFPQ",-0.41391739209943,9.26386980994728e-28
"XKR4",-0.443194725706303,4.98331689484092e-32
"PJA2",-0.548467481732292,2.61421974428758e-51
"LRFN2",-0.504086794315985,2.35149746547752e-42
"CHCHD2",-0.432641031314746,1.92687442074744e-30
"C8orf33",-0.297681772611045,1.68000553411172e-14
"RBM14",0.348468189862346,1.26591194879921e-19
"INPPL1",0.503094393079197,3.60447319042249e-42
"ADAM19",0.303725237050945,4.63306750131675e-15
"ATXN7L3",0.121758070426418,0.00208073586437334
"USP6",0.13460054193958,0.000659214590396226
"PPAPDC1B",0.541032935536888,1.02670191380925e-49
"STAT4",-0.422911035012448,5.00693070489586e-29
"YWHAB",-0.451879072730051,2.23311185693634e-33
"FKBP11",0.139218687205594,0.000425092767419566
"FBN3",-0.499635427962183,1.57994032639081e-41
"ADCY1",-0.443241469346268,4.90188621872536e-32
"WDR6",0.500151458591989,1.26869911363794e-41
"PEG3",-0.121738900149538,0.00208414851421826
"TPSG1",-0.244968427349951,3.69721510900584e-10
"PCDH20",-0.211548047069705,7.05119392628496e-08
"FNDC3B",0.463787183744831,2.72529844090956e-35
"PIP5K1C",0.206847794585773,1.38355421128527e-07
"ABCG1",0.225724272023277,8.39452105601209e-09
"ANKRD13B",0.287385679010892,1.40756981857753e-13
"RFX3",-0.197729044770474,4.89454835896422e-07
"SPA17",-0.49109319985749,5.65607649036692e-40
"RAB3D",-0.214307781370157,4.71217676462099e-08
"GPR155",-0.385635240485575,5.11997343606605e-24
"SDF2L1",0.187184484628432,1.96341730541773e-06
"C6orf115",-0.478941290676413,7.74060317705868e-38
"NINJ2",0.143196239196003,0.000288165790914348
"ABCB1",-0.121048077235174,0.00221059860217088
"GMPR",0.479371479410117,6.52535679202853e-38
"WBP5",0.349034915890145,1.09562310153654e-19
"KCNQ1OT1",0.140245609478617,0.0003848687221186
"PREP",-0.427938834481323,9.42526143545373e-30
"TCEAL7",-0.550725040823765,8.42018848017676e-52
"AHSA1",0.142297989622831,0.00031488779375672
"PHF14",-0.419183144819787,1.69626000537601e-28
"CORO2A",-0.416862777757721,3.59746738695344e-28
"PCLO",-0.475114042584167,3.49966485663147e-37
"SPATA13",0.459753324606314,1.23616117823427e-34
"KCNMB4",-0.256797217844714,4.73042175715722e-11
"SYNE2",0.296043598730345,2.36975489996025e-14
"SAP30",0.454372212607515,9.00561535744803e-34
"SLCO2B1",0.201053896162086,3.108575137666e-07
"TBL1X",0.57283007973032,8.00120958549838e-57
"NEK3",-0.238399142507001,1.10695278810631e-09
"DOK1",0.533939024096208,3.13211648905059e-48
"PDIA3",-0.226674140071608,7.24139261921142e-09
"TNFAIP8",0.353079610338281,3.87393514432551e-20
"GPR125",0.304352371272427,4.04633650307919e-15
"MSN",0.482522384241018,1.85404111362077e-38
"ITGB5",0.473533073587101,6.49068955610706e-37
"FRMPD4",-0.46824451927723,5.00673896203823e-36
"MVP",0.366961996330695,9.72995931809857e-22
"TEAD1",0.424130825670802,3.34759858697949e-29
"CYP4V2",0.155346657893446,8.25077755200736e-05
"MAP3K13",-0.338979067727134,1.36180464839104e-18
"HS6ST1",0.221660283670772,1.56806083512324e-08
"MYO7A",0.188412201713379,1.67677939569525e-06
"AUH",-0.464002908062176,2.51217244741514e-35
"RFFL",0.280354899569858,5.72128829570767e-13
"MARCKSL1",-0.259743439907505,2.78813392716935e-11
"TMEM35",-0.305516302435941,3.1444343460386e-15
"SYNGR3",-0.328249479398121,1.81358731084103e-17
"HHIP",0.117967876049829,0.00286423430456078
"MYH9",0.477377815329516,1.43699058882982e-37
"SORCS2",-0.181699904123251,3.92407921707583e-06
"ACTA1",-0.135037286079163,0.000632788339279954
"TNPO1",0.16002719358718,4.96761001948631e-05
"SYNPO2",-0.263774912457768,1.33805525383317e-11
"ADRBK2",-0.416725749780784,3.76009489298408e-28
"SORBS3",0.482058356485422,2.23334962020477e-38
"EBPL",0.121845043361025,0.0020653172708385
"ZFYVE16",-0.298183979295706,1.5111946820947e-14
"KLHL5",-0.174838927277399,9.06729710004908e-06
"SUB1",-0.472355741176602,1.02602150217391e-36
"CBFB",0.538990086495525,2.77034944327395e-49
"YEATS4",-0.365412416141177,1.48124553593269e-21
"KAZALD1",-0.229775830936617,4.44926078386225e-09
"ACSS1",0.162477183860318,3.78721392107045e-05
"NTN4",-0.381598024438551,1.6389107896567e-23
"KCNJ6",-0.202853841648287,2.42346004902409e-07
"FAM82B",-0.103594976378559,0.0088829405996584
"SLC40A1",0.200995795085081,3.13353992495122e-07
"IRF3",0.483324582883007,1.34300411238365e-38
"ARHGEF9",-0.509033436428172,2.73892516369555e-43
"OGFOD2",-0.281148915891545,4.89298137232847e-13
"CREBBP",0.33137215909212,8.62682782344757e-18
"C6orf204",-0.209880495868245,8.97209344245647e-08
"BCAT2",0.501850318957537,6.14500073027478e-42
"AK3",0.288879373013484,1.03958950899178e-13
"SOX11",-0.39138327306214,9.49782924686642e-25
"CCDC91",-0.478785229357317,8.23485415213643e-38
"CYP4F2",-0.184309603527117,2.82978541146681e-06
"MBD3",0.366288549835328,1.16830044045172e-21
"TNXB",0.38591588256085,4.7193360519654e-24
"NBPF11",0.28691085553759,1.54932506875691e-13
"NPTN",-0.509723667966634,2.02332530596493e-43
"TCEAL3",-0.381971100152346,1.47284521294768e-23
"NES",0.404223117609927,1.95147629005957e-26
"FSTL5",-0.22291676744843,1.29424284320936e-08
"KIAA1407",-0.185612273188244,2.39953858666807e-06
"FXR2",0.221520274316127,1.60184196423541e-08
"TAGLN3",-0.448629266056637,7.21333733986556e-33
"TRIB2",-0.348218566537982,1.34895927346572e-19
"CDH19",0.116739137623757,0.00317085277538621
"MPP3",0.21548811253924,3.95948876806293e-08
"CDC42EP4",0.39699784080955,1.77381938425886e-25
"HPN",0.172652983676345,1.17619671139028e-05
"TRMT5",-0.383765059421197,8.79448986109457e-24
"RAI14",0.196449174214642,5.81721935087363e-07
"SOX8",0.246306344756797,2.94555922552988e-10
"SLC44A1",0.329173751697009,1.4568486701012e-17
"SLC13A3",0.195900079255641,6.26242272298782e-07
"EGLN3",0.38463427820244,6.84231218775426e-24
"PRCP",0.426889192043795,1.33880849149538e-29
"C1QTNF5",0.505076046281241,1.53401000018385e-42
"IFT140",0.482684096529212,1.73747537139931e-38
"ATP10D",0.194411869906765,7.63993291193149e-07
"SYT12",-0.376541939434144,6.87836360973794e-23
"BAX",0.269439892458368,4.6690521792971e-12
"PHF16",0.32002162432864,1.23337898049522e-16
"APLN",0.318409074179807,1.78356922759797e-16
"PARP10",0.359390593556815,7.42186684680982e-21
"FAM83H",-0.36533954542615,1.51072567226854e-21
"RASAL2",-0.253553089872594,8.40187229087172e-11
"RHBDL2",-0.332992587356212,5.84699652067453e-18
"CHST2",-0.201212040564327,3.04159046453373e-07
"FOXP1",0.214082302828412,4.87092106099068e-08
"TLR4",0.286643502045296,1.63520412004624e-13
"POLR3K",-0.450806483208845,3.2929583498377e-33
"NUDT9P1",-0.225714149555148,8.40772068886156e-09
"ALDH3A2",0.373569998847207,1.57966719649974e-22
"CHMP4B",-0.519294648555373,2.82518880768374e-45
"C19orf33",0.135428958776429,0.000609928856892746
"FAP",0.150409244789344,0.000138742636420889
"PCGF1",0.408927003441156,4.50356596509708e-27
"HMGB2",0.124713696936702,0.00161176107696023
"JRKL",0.129046333813469,0.00109756830041991
"NLE1",-0.506350583825625,8.82904768329478e-43
"NPAS3",0.108421157528855,0.00616019637614645
"SLC30A10",-0.261453358997257,2.04523422648538e-11
"BRMS1L",-0.424607682916394,2.85883172908172e-29
"CFD",0.252403384246027,1.02791373772534e-10
"RHOC",0.502571804545641,4.51105480758452e-42
"CPLX1",-0.184415554908629,2.79220069027435e-06
"SGIP1",-0.54428181193585,2.08799825879086e-50
"LDHA",-0.392438404013957,6.94616827390569e-25
"CARD10",0.235731491763265,1.71223083198004e-09
"SEPT8",0.443227265761924,4.92648944291333e-32
"GPM6A",-0.425906185725936,1.8577275923851e-29
"ZMAT1",-0.115508457770258,0.00350758967554764
"ARL6IP6",0.376181774173988,7.6110247960772e-23
"BAI2",-0.418946576546852,1.83188109434173e-28
"SCARF1",0.329930842252373,1.21689768552246e-17
"TSPAN14",0.359627619984978,6.97020429424717e-21
"NBPF14",0.159563013696986,5.22731018081736e-05
"HBP1",0.47390400090064,5.6166366856657e-37
"KLHL8",-0.188110011797628,1.74335990369761e-06
"SLC24A3",-0.208518655200143,1.090711516759e-07
"SCOC",-0.554772496865015,1.08081624877116e-52
"PPP3CA",-0.481097911544332,3.28005263274635e-38
"BAIAP2",0.361017058457711,4.81884145490271e-21
"MECP2",0.329246080301495,1.43204554141091e-17
"ADSS",-0.511875558376258,7.83635174421852e-44
"COTL1",0.407214368687541,7.7017049880652e-27
"SLC25A25",-0.352783247749158,4.18270818757237e-20
"SLC24A4",0.153058648691179,0.000105183451945493
"LYN",0.249911173769544,1.58604049178404e-10
"FGD6",0.167489120768379,2.14744333189448e-05
"HBEGF",0.170731081407862,1.47463954930448e-05
"PTPRU",0.383210371824337,1.03181687894574e-23
"KHDRBS3",-0.109962325195732,0.00546437823074343
