"","Module","Gene"
"CYP7B1","MsAge7K_00","CYP7B1"
"BEND3","MsAge7K_00","BEND3"
"FBLL1","MsAge7K_00","FBLL1"
"SLC9A5","MsAge7K_00","SLC9A5"
"CD83","MsAge7K_00","CD83"
"PITPNM3","MsAge7K_02","PITPNM3"
"PPFIBP2","MsAge7K_09","PPFIBP2"
"NME5","MsAge7K_00","NME5"
"NEK1","MsAge7K_00","NEK1"
"LPCAT2","MsAge7K_00","LPCAT2"
"USP49","MsAge7K_00","USP49"
"DPY19L1","MsAge7K_02","DPY19L1"
"CD46","MsAge7K_17","CD46"
"RPS18","MsAge7K_12","RPS18"
"C3orf58","MsAge7K_00","C3orf58"
"SHROOM1","MsAge7K_00","SHROOM1"
"F11R","MsAge7K_00","F11R"
"SGK3","MsAge7K_00","SGK3"
"CMC4","MsAge7K_00","CMC4"
"MCM6","MsAge7K_11","MCM6"
"IAH1","MsAge7K_00","IAH1"
"CEP152","MsAge7K_01","CEP152"
"AQP4","MsAge7K_00","AQP4"
"MAST1","MsAge7K_03","MAST1"
"AVPI1","MsAge7K_00","AVPI1"
"CPQ","MsAge7K_00","CPQ"
"RMND1","MsAge7K_00","RMND1"
"C1orf52","MsAge7K_00","C1orf52"
"PAFAH2","MsAge7K_00","PAFAH2"
"ARID3A","MsAge7K_00","ARID3A"
"ZNF768","MsAge7K_00","ZNF768"
"ANXA11","MsAge7K_00","ANXA11"
"WDR54","MsAge7K_00","WDR54"
"HOOK2","MsAge7K_00","HOOK2"
"VCPKMT","MsAge7K_00","VCPKMT"
"RNASEL","MsAge7K_00","RNASEL"
"PDGFRB","MsAge7K_03","PDGFRB"
"LRRC8C","MsAge7K_00","LRRC8C"
"LRRK2","MsAge7K_02","LRRK2"
"FAXC","MsAge7K_03","FAXC"
"LBR","MsAge7K_00","LBR"
"ACAA2","MsAge7K_00","ACAA2"
"CCDC191","MsAge7K_00","CCDC191"
"BCL7C","MsAge7K_02","BCL7C"
"CLN3","MsAge7K_00","CLN3"
"FAM227A","MsAge7K_00","FAM227A"
"VEGFB","MsAge7K_00","VEGFB"
"BMP2K","MsAge7K_00","BMP2K"
"NR1D1","MsAge7K_00","NR1D1"
"S100A13","MsAge7K_00","S100A13"
"LYPD6","MsAge7K_00","LYPD6"
"IGSF3","MsAge7K_11","IGSF3"
"CDKL4","MsAge7K_02","CDKL4"
"GARNL3","MsAge7K_02","GARNL3"
"PES1","MsAge7K_00","PES1"
"MZT2A","MsAge7K_00","MZT2A"
"MZT2B","MsAge7K_00","MZT2B"
"OSBPL10","MsAge7K_02","OSBPL10"
"CNPY4","MsAge7K_00","CNPY4"
"APEH","MsAge7K_00","APEH"
"ZNF692","MsAge7K_00","ZNF692"
"P3H1","MsAge7K_00","P3H1"
"SMIM10L2A","MsAge7K_00","SMIM10L2A"
"SMIM10","MsAge7K_00","SMIM10"
"SMIM10L2B","MsAge7K_00","SMIM10L2B"
"MANBA","MsAge7K_00","MANBA"
"B3GALT6","MsAge7K_00","B3GALT6"
"KHK","MsAge7K_00","KHK"
"ING2","MsAge7K_00","ING2"
"RNF217","MsAge7K_00","RNF217"
"TMEM164","MsAge7K_02","TMEM164"
"ARPP19","MsAge7K_02","ARPP19"
"MOSPD1","MsAge7K_00","MOSPD1"
"SCUBE1","MsAge7K_00","SCUBE1"
"ZNF839","MsAge7K_00","ZNF839"
"PGM3","MsAge7K_00","PGM3"
"PKD1L3","MsAge7K_00","PKD1L3"
"ITGA8","MsAge7K_00","ITGA8"
"TTLL12","MsAge7K_00","TTLL12"
"C1orf174","MsAge7K_00","C1orf174"
"FLNA","MsAge7K_01","FLNA"
"CEMIP2","MsAge7K_01","CEMIP2"
"TTC23","MsAge7K_00","TTC23"
"ITGAM","MsAge7K_04","ITGAM"
"HPS3","MsAge7K_00","HPS3"
"DCUN1D3","MsAge7K_00","DCUN1D3"
"ITPK1","MsAge7K_00","ITPK1"
"PATJ","MsAge7K_00","PATJ"
"BAX","MsAge7K_00","BAX"
"SLC43A2","MsAge7K_01","SLC43A2"
"ATP2A2","MsAge7K_00","ATP2A2"
"MTIF3","MsAge7K_00","MTIF3"
"FRAT1","MsAge7K_00","FRAT1"
"FDX1","MsAge7K_00","FDX1"
"SDC4","MsAge7K_00","SDC4"
"AFF1","MsAge7K_00","AFF1"
"APEX1","MsAge7K_00","APEX1"
"WNT5B","MsAge7K_00","WNT5B"
"ZNF45","MsAge7K_00","ZNF45"
"ZKSCAN8","MsAge7K_03","ZKSCAN8"
"UBIAD1","MsAge7K_00","UBIAD1"
"RPL18A","MsAge7K_12","RPL18A"
"BRI3","MsAge7K_10","BRI3"
"TMEM123","MsAge7K_01","TMEM123"
"KBTBD3","MsAge7K_00","KBTBD3"
"PTPN14","MsAge7K_05","PTPN14"
"RPLP1","MsAge7K_12","RPLP1"
"PLOD2","MsAge7K_00","PLOD2"
"C14orf119","MsAge7K_00","C14orf119"
"SPINT2","MsAge7K_00","SPINT2"
"SLC9A2","MsAge7K_00","SLC9A2"
"GPX4","MsAge7K_12","GPX4"
"SCARA3","MsAge7K_00","SCARA3"
"HAUS6","MsAge7K_00","HAUS6"
"CCDC106","MsAge7K_00","CCDC106"
"C1orf53","MsAge7K_00","C1orf53"
"NUSAP1","MsAge7K_00","NUSAP1"
"CD3EAP","MsAge7K_00","CD3EAP"
"RPAIN","MsAge7K_00","RPAIN"
"MCM8","MsAge7K_00","MCM8"
"NEUROD2","MsAge7K_11","NEUROD2"
"ADAT1","MsAge7K_00","ADAT1"
"SMAD7","MsAge7K_00","SMAD7"
"ERCC2","MsAge7K_00","ERCC2"
"ZNF367","MsAge7K_02","ZNF367"
"ZNF579","MsAge7K_01","ZNF579"
"RNASEH1","MsAge7K_00","RNASEH1"
"MARCH9","MsAge7K_00","MARCH9"
"C1GALT1","MsAge7K_00","C1GALT1"
"ZSCAN29","MsAge7K_00","ZSCAN29"
"THG1L","MsAge7K_00","THG1L"
"PDIA5","MsAge7K_00","PDIA5"
"TRNAU1AP","MsAge7K_00","TRNAU1AP"
"RPF1","MsAge7K_00","RPF1"
"CPSF7","MsAge7K_00","CPSF7"
"ACVR1C","MsAge7K_00","ACVR1C"
"C18orf21","MsAge7K_00","C18orf21"
"NT5C","MsAge7K_00","NT5C"
"UQCRB","MsAge7K_10","UQCRB"
"RPL17","MsAge7K_12","RPL17"
"RGCC","MsAge7K_00","RGCC"
"ANKRD49","MsAge7K_00","ANKRD49"
"SLC1A1","MsAge7K_03","SLC1A1"
"CROCC","MsAge7K_00","CROCC"
"BCAT2","MsAge7K_00","BCAT2"
"CAMK2N1","MsAge7K_02","CAMK2N1"
"METTL23","MsAge7K_00","METTL23"
"RNF43","MsAge7K_00","RNF43"
"CENPP","MsAge7K_00","CENPP"
"PSME2","MsAge7K_12","PSME2"
"WDHD1","MsAge7K_00","WDHD1"
"CGRRF1","MsAge7K_00","CGRRF1"
"PLEKHF2","MsAge7K_00","PLEKHF2"
"IPP","MsAge7K_00","IPP"
"ATP8A1","MsAge7K_03","ATP8A1"
"COX7C","MsAge7K_10","COX7C"
"FAT3","MsAge7K_00","FAT3"
"VAT1","MsAge7K_00","VAT1"
"MPPE1","MsAge7K_00","MPPE1"
"WRN","MsAge7K_00","WRN"
"HDAC10","MsAge7K_00","HDAC10"
"TIMM10","MsAge7K_00","TIMM10"
"SLC8A1","MsAge7K_00","SLC8A1"
"FAM19A1","MsAge7K_08","FAM19A1"
"MATN4","MsAge7K_00","MATN4"
"ERF","MsAge7K_00","ERF"
"CDH22","MsAge7K_00","CDH22"
"DDX39A","MsAge7K_00","DDX39A"
"CTU1","MsAge7K_00","CTU1"
"MRPS6","MsAge7K_00","MRPS6"
"GRIK3","MsAge7K_02","GRIK3"
"GSAP","MsAge7K_00","GSAP"
"ST6GAL2","MsAge7K_00","ST6GAL2"
"TXNL4A","MsAge7K_00","TXNL4A"
"VAMP7","MsAge7K_00","VAMP7"
"CACNB4","MsAge7K_00","CACNB4"
"DYRK1B","MsAge7K_01","DYRK1B"
"MAP4K4","MsAge7K_01","MAP4K4"
"L3MBTL2","MsAge7K_00","L3MBTL2"
"DDX59","MsAge7K_00","DDX59"
"RPP25","MsAge7K_00","RPP25"
"DST","MsAge7K_03","DST"
"KCTD21","MsAge7K_00","KCTD21"
"CCDC130","MsAge7K_00","CCDC130"
"C1orf35","MsAge7K_00","C1orf35"
"RPS16","MsAge7K_12","RPS16"
"KLHDC8B","MsAge7K_00","KLHDC8B"
"SLC26A4","MsAge7K_00","SLC26A4"
"SLC12A2","MsAge7K_01","SLC12A2"
"CCND2","MsAge7K_00","CCND2"
"PARD3","MsAge7K_00","PARD3"
"TXNDC17","MsAge7K_10","TXNDC17"
"OSER1","MsAge7K_00","OSER1"
"GTF3A","MsAge7K_00","GTF3A"
"ITPR2","MsAge7K_01","ITPR2"
"FAM107B","MsAge7K_00","FAM107B"
"MOCS1","MsAge7K_00","MOCS1"
"LZTS1","MsAge7K_06","LZTS1"
"RCN1","MsAge7K_02","RCN1"
"SLC22A15","MsAge7K_00","SLC22A15"
"SKAP2","MsAge7K_04","SKAP2"
"ALG3","MsAge7K_00","ALG3"
"NUPL2","MsAge7K_00","NUPL2"
"RPL29","MsAge7K_00","RPL29"
"FOSL1","MsAge7K_00","FOSL1"
"UQCR11","MsAge7K_00","UQCR11"
"RRP8","MsAge7K_00","RRP8"
"POLR2F","MsAge7K_00","POLR2F"
"CFAP74","MsAge7K_00","CFAP74"
"SBNO2","MsAge7K_00","SBNO2"
"SLC38A3","MsAge7K_00","SLC38A3"
"CDK5RAP1","MsAge7K_00","CDK5RAP1"
"PDRG1","MsAge7K_00","PDRG1"
"HPS4","MsAge7K_15","HPS4"
"GHR","MsAge7K_00","GHR"
"KCNF1","MsAge7K_05","KCNF1"
"OLFML3","MsAge7K_00","OLFML3"
"NKAIN1","MsAge7K_01","NKAIN1"
"BAG2","MsAge7K_00","BAG2"
"MCM4","MsAge7K_00","MCM4"
"RP2","MsAge7K_00","RP2"
"FLNB","MsAge7K_17","FLNB"
"SLC26A11","MsAge7K_00","SLC26A11"
"ZFAT","MsAge7K_00","ZFAT"
"GCFC2","MsAge7K_00","GCFC2"
"KNDC1","MsAge7K_15","KNDC1"
"HMGXB4","MsAge7K_00","HMGXB4"
"POLM","MsAge7K_00","POLM"
"NXN","MsAge7K_01","NXN"
"B9D2","MsAge7K_00","B9D2"
"TMEM218","MsAge7K_00","TMEM218"
"TOMM40L","MsAge7K_00","TOMM40L"
"PRKD1","MsAge7K_00","PRKD1"
"TSPAN4","MsAge7K_00","TSPAN4"
"MAN1A1","MsAge7K_00","MAN1A1"
"RB1","MsAge7K_11","RB1"
"DIS3L2","MsAge7K_00","DIS3L2"
"MAML3","MsAge7K_00","MAML3"
"SLC7A2","MsAge7K_00","SLC7A2"
"INTU","MsAge7K_00","INTU"
"VAV3","MsAge7K_00","VAV3"
"CCDC77","MsAge7K_00","CCDC77"
"PQLC2","MsAge7K_00","PQLC2"
"CECR2","MsAge7K_00","CECR2"
"THSD7B","MsAge7K_08","THSD7B"
"BEND4","MsAge7K_00","BEND4"
"ZNF791","MsAge7K_00","ZNF791"
"PIGF","MsAge7K_00","PIGF"
"WDR78","MsAge7K_00","WDR78"
"MAF","MsAge7K_00","MAF"
"AFAP1L2","MsAge7K_11","AFAP1L2"
"SALL1","MsAge7K_09","SALL1"
"TAGAP","MsAge7K_00","TAGAP"
"CLIC4","MsAge7K_01","CLIC4"
"ESRRG","MsAge7K_02","ESRRG"
"ZNF511","MsAge7K_00","ZNF511"
"CD9","MsAge7K_01","CD9"
"MRO","MsAge7K_00","MRO"
"FARP2","MsAge7K_00","FARP2"
"KLHL13","MsAge7K_06","KLHL13"
"DCBLD1","MsAge7K_00","DCBLD1"
"FHL2","MsAge7K_00","FHL2"
"COPRS","MsAge7K_00","COPRS"
"ZFP14","MsAge7K_00","ZFP14"
"RAB34","MsAge7K_00","RAB34"
"DISC1","MsAge7K_00","DISC1"
"AHR","MsAge7K_00","AHR"
"GRIP2","MsAge7K_00","GRIP2"
"POLR2D","MsAge7K_00","POLR2D"
"VCL","MsAge7K_03","VCL"
"ZNF335","MsAge7K_01","ZNF335"
"NDRG1","MsAge7K_09","NDRG1"
"GGH","MsAge7K_00","GGH"
"ZFAND2B","MsAge7K_00","ZFAND2B"
"FEZF2","MsAge7K_05","FEZF2"
"ISM1","MsAge7K_00","ISM1"
"DENND6B","MsAge7K_00","DENND6B"
"HOMER3","MsAge7K_15","HOMER3"
"ETV1","MsAge7K_05","ETV1"
"ADRA1D","MsAge7K_00","ADRA1D"
"VSIG2","MsAge7K_00","VSIG2"
"TIMM17B","MsAge7K_00","TIMM17B"
"MTFR1","MsAge7K_00","MTFR1"
"SPARC","MsAge7K_01","SPARC"
"ETAA1","MsAge7K_00","ETAA1"
"IMP3","MsAge7K_00","IMP3"
"GSTCD","MsAge7K_00","GSTCD"
"SLC40A1","MsAge7K_00","SLC40A1"
"ENTPD7","MsAge7K_00","ENTPD7"
"GOLM1","MsAge7K_15","GOLM1"
"ATG4D","MsAge7K_00","ATG4D"
"ARHGAP29","MsAge7K_07","ARHGAP29"
"CSF1","MsAge7K_04","CSF1"
"EPB41L5","MsAge7K_00","EPB41L5"
"IZUMO4","MsAge7K_00","IZUMO4"
"ATP13A5","MsAge7K_00","ATP13A5"
"HIRA","MsAge7K_00","HIRA"
"NSDHL","MsAge7K_05","NSDHL"
"MAPK11","MsAge7K_02","MAPK11"
"PPM1M","MsAge7K_00","PPM1M"
"LRRIQ1","MsAge7K_00","LRRIQ1"
"VCAN","MsAge7K_01","VCAN"
"C4orf3","MsAge7K_00","C4orf3"
"ALS2CL","MsAge7K_00","ALS2CL"
"PELI3","MsAge7K_00","PELI3"
"NBEAL1","MsAge7K_00","NBEAL1"
"GGACT","MsAge7K_00","GGACT"
"CYP2J2","MsAge7K_00","CYP2J2"
"VPS13B","MsAge7K_03","VPS13B"
"C15orf41","MsAge7K_00","C15orf41"
"MXRA7","MsAge7K_00","MXRA7"
"FAM214A","MsAge7K_15","FAM214A"
"TSTD2","MsAge7K_00","TSTD2"
"NMRK1","MsAge7K_00","NMRK1"
"ECI1","MsAge7K_00","ECI1"
"CTSZ","MsAge7K_04","CTSZ"
"RNF219","MsAge7K_00","RNF219"
"INCENP","MsAge7K_00","INCENP"
"ABHD11","MsAge7K_00","ABHD11"
"CCDC159","MsAge7K_00","CCDC159"
"ZMAT4","MsAge7K_02","ZMAT4"
"POLK","MsAge7K_00","POLK"
"TACO1","MsAge7K_00","TACO1"
"DNAJC30","MsAge7K_00","DNAJC30"
"TARBP2","MsAge7K_00","TARBP2"
"MTLN","MsAge7K_00","MTLN"
"E2F5","MsAge7K_00","E2F5"
"SENP8","MsAge7K_00","SENP8"
"ESAM","MsAge7K_00","ESAM"
"CHCHD10","MsAge7K_00","CHCHD10"
"PACRGL","MsAge7K_00","PACRGL"
"PLSCR3","MsAge7K_00","PLSCR3"
"SMOC2","MsAge7K_00","SMOC2"
"SWAP70","MsAge7K_00","SWAP70"
"UBXN8","MsAge7K_00","UBXN8"
"TMEM242","MsAge7K_00","TMEM242"
"IFT81","MsAge7K_00","IFT81"
"MOV10","MsAge7K_00","MOV10"
"CD151","MsAge7K_00","CD151"
"GHDC","MsAge7K_00","GHDC"
"FGF9","MsAge7K_00","FGF9"
"DDX31","MsAge7K_00","DDX31"
"AFF2","MsAge7K_00","AFF2"
"FAM199X","MsAge7K_00","FAM199X"
"ATP11A","MsAge7K_03","ATP11A"
"ANKRD52","MsAge7K_03","ANKRD52"
"PDE8A","MsAge7K_09","PDE8A"
"CCND1","MsAge7K_00","CCND1"
"ASL","MsAge7K_00","ASL"
"KEAP1","MsAge7K_00","KEAP1"
"EMC9","MsAge7K_00","EMC9"
"TRMT5","MsAge7K_00","TRMT5"
"STOM","MsAge7K_00","STOM"
"CCDC12","MsAge7K_00","CCDC12"
"TEPSIN","MsAge7K_00","TEPSIN"
"TTYH1","MsAge7K_00","TTYH1"
"MINDY4","MsAge7K_00","MINDY4"
"PWWP2B","MsAge7K_00","PWWP2B"
"GFER","MsAge7K_00","GFER"
"ORAI3","MsAge7K_00","ORAI3"
"DOCK11","MsAge7K_11","DOCK11"
"RGS10","MsAge7K_12","RGS10"
"FGF11","MsAge7K_05","FGF11"
"METTL25","MsAge7K_00","METTL25"
"ZNF496","MsAge7K_00","ZNF496"
"SMARCD2","MsAge7K_00","SMARCD2"
"BCKDHA","MsAge7K_00","BCKDHA"
"INPP5J","MsAge7K_15","INPP5J"
"RPUSD4","MsAge7K_00","RPUSD4"
"SERAC1","MsAge7K_03","SERAC1"
"HPS1","MsAge7K_00","HPS1"
"CLCN5","MsAge7K_01","CLCN5"
"KLHL15","MsAge7K_00","KLHL15"
"CARNMT1","MsAge7K_00","CARNMT1"
"TRMU","MsAge7K_00","TRMU"
"HES6","MsAge7K_00","HES6"
"SEMA4B","MsAge7K_00","SEMA4B"
"MMP16","MsAge7K_00","MMP16"
"TCEANC2","MsAge7K_00","TCEANC2"
"MALT1","MsAge7K_00","MALT1"
"MIF","MsAge7K_12","MIF"
"ZBTB20","MsAge7K_11","ZBTB20"
"TENM1","MsAge7K_00","TENM1"
"ZFP30","MsAge7K_00","ZFP30"
"EXOSC5","MsAge7K_00","EXOSC5"
"MTAP","MsAge7K_00","MTAP"
"ESCO1","MsAge7K_13","ESCO1"
"SLC2A6","MsAge7K_00","SLC2A6"
"CD320","MsAge7K_00","CD320"
"ALG14","MsAge7K_00","ALG14"
"BBS9","MsAge7K_00","BBS9"
"RAPGEF3","MsAge7K_00","RAPGEF3"
"ACOT6","MsAge7K_00","ACOT6"
"MCHR1","MsAge7K_00","MCHR1"
"SAMD5","MsAge7K_00","SAMD5"
"ELOVL2","MsAge7K_00","ELOVL2"
"WNT7B","MsAge7K_05","WNT7B"
"TKFC","MsAge7K_00","TKFC"
"IL16","MsAge7K_03","IL16"
"RAD1","MsAge7K_00","RAD1"
"RERG","MsAge7K_00","RERG"
"CCDC57","MsAge7K_00","CCDC57"
"TRMT12","MsAge7K_00","TRMT12"
"SLC7A10","MsAge7K_00","SLC7A10"
"NDUFA3","MsAge7K_10","NDUFA3"
"USP27X","MsAge7K_00","USP27X"
"AMACR","MsAge7K_00","AMACR"
"KCNIP1","MsAge7K_06","KCNIP1"
"PGAP3","MsAge7K_00","PGAP3"
"BLVRA","MsAge7K_00","BLVRA"
"NKTR","MsAge7K_03","NKTR"
"NEIL1","MsAge7K_00","NEIL1"
"TMEM39B","MsAge7K_00","TMEM39B"
"ADRA1A","MsAge7K_05","ADRA1A"
"JAG2","MsAge7K_00","JAG2"
"TBCA","MsAge7K_10","TBCA"
"POU3F1","MsAge7K_00","POU3F1"
"NFATC2IP","MsAge7K_00","NFATC2IP"
"CCDC138","MsAge7K_00","CCDC138"
"WDR46","MsAge7K_00","WDR46"
"ARHGAP42","MsAge7K_00","ARHGAP42"
"SDHAF4","MsAge7K_00","SDHAF4"
"MYO1E","MsAge7K_00","MYO1E"
"TUBGCP4","MsAge7K_03","TUBGCP4"
"DFFB","MsAge7K_00","DFFB"
"FADS6","MsAge7K_00","FADS6"
"ZNF518A","MsAge7K_00","ZNF518A"
"ORAI2","MsAge7K_11","ORAI2"
"CCNJ","MsAge7K_00","CCNJ"
"STRIP2","MsAge7K_11","STRIP2"
"PTPN13","MsAge7K_00","PTPN13"
"SNRPD2","MsAge7K_12","SNRPD2"
"TBC1D31","MsAge7K_00","TBC1D31"
"BOLA2B","MsAge7K_10","BOLA2B"
"BOLA2","MsAge7K_10","BOLA2"
"CHCHD1","MsAge7K_00","CHCHD1"
"ITGA4","MsAge7K_03","ITGA4"
"LTO1","MsAge7K_00","LTO1"
"CHRD","MsAge7K_00","CHRD"
"ATG16L2","MsAge7K_00","ATG16L2"
"CCDC141","MsAge7K_00","CCDC141"
"RPAP2","MsAge7K_00","RPAP2"
"GALNT13","MsAge7K_02","GALNT13"
"USF3","MsAge7K_03","USF3"
"LTBP1","MsAge7K_00","LTBP1"
"RAB3IL1","MsAge7K_00","RAB3IL1"
"STXBP6","MsAge7K_00","STXBP6"
"TLCD1","MsAge7K_00","TLCD1"
"LZTS2","MsAge7K_00","LZTS2"
"ILVBL","MsAge7K_00","ILVBL"
"SPINK8","MsAge7K_00","SPINK8"
"JAG1","MsAge7K_00","JAG1"
"MCM7","MsAge7K_00","MCM7"
"YJEFN3","MsAge7K_00","YJEFN3"
"PRPF31","MsAge7K_00","PRPF31"
"FAM173B","MsAge7K_03","FAM173B"
"TBC1D25","MsAge7K_00","TBC1D25"
"MSN","MsAge7K_04","MSN"
"ELP6","MsAge7K_00","ELP6"
"TMED5","MsAge7K_00","TMED5"
"GUCY1A2","MsAge7K_00","GUCY1A2"
"DUS4L","MsAge7K_00","DUS4L"
"RIN2","MsAge7K_00","RIN2"
"N4BP2","MsAge7K_00","N4BP2"
"CACNA1H","MsAge7K_11","CACNA1H"
"EGFR","MsAge7K_00","EGFR"
"SNX7","MsAge7K_00","SNX7"
"KIAA1217","MsAge7K_02","KIAA1217"
"TGFBR1","MsAge7K_00","TGFBR1"
"SEMA3C","MsAge7K_01","SEMA3C"
"CIB1","MsAge7K_00","CIB1"
"PRRX1","MsAge7K_00","PRRX1"
"LIN7A","MsAge7K_03","LIN7A"
"ITIH3","MsAge7K_00","ITIH3"
"SETD4","MsAge7K_00","SETD4"
"ATOX1","MsAge7K_00","ATOX1"
"FAN1","MsAge7K_00","FAN1"
"PLEKHJ1","MsAge7K_00","PLEKHJ1"
"NRIP2","MsAge7K_00","NRIP2"
"CASP2","MsAge7K_00","CASP2"
"RADIL","MsAge7K_00","RADIL"
"RHBDD1","MsAge7K_00","RHBDD1"
"ATP23","MsAge7K_00","ATP23"
"PRSS36","MsAge7K_00","PRSS36"
"ANAPC10","MsAge7K_00","ANAPC10"
"RLBP1","MsAge7K_00","RLBP1"
"RBM15","MsAge7K_13","RBM15"
"PRAF2","MsAge7K_00","PRAF2"
"MT-ND2","MsAge7K_00","MT-ND2"
"PRKD3","MsAge7K_01","PRKD3"
"SLC4A2","MsAge7K_00","SLC4A2"
"SLC35G2","MsAge7K_00","SLC35G2"
"SUCLG2","MsAge7K_00","SUCLG2"
"PRDM5","MsAge7K_00","PRDM5"
"SMOX","MsAge7K_00","SMOX"
"TMEM67","MsAge7K_00","TMEM67"
"STARD5","MsAge7K_00","STARD5"
"SLIT2","MsAge7K_05","SLIT2"
"RSRP1","MsAge7K_00","RSRP1"
"TMEM192","MsAge7K_00","TMEM192"
"PDGFB","MsAge7K_00","PDGFB"
"SLC16A4","MsAge7K_00","SLC16A4"
"SORBS3","MsAge7K_09","SORBS3"
"DIO2","MsAge7K_00","DIO2"
"ELAVL4","MsAge7K_02","ELAVL4"
"ERAP1","MsAge7K_00","ERAP1"
"NBEAL2","MsAge7K_00","NBEAL2"
"GAS7","MsAge7K_00","GAS7"
"SLC12A9","MsAge7K_00","SLC12A9"
"PDP2","MsAge7K_00","PDP2"
"NAT9","MsAge7K_00","NAT9"
"FKBP1B","MsAge7K_00","FKBP1B"
"GAP43","MsAge7K_05","GAP43"
"RGS20","MsAge7K_00","RGS20"
"DBR1","MsAge7K_00","DBR1"
"C6orf120","MsAge7K_00","C6orf120"
"FBXO27","MsAge7K_00","FBXO27"
"PPP1R15A","MsAge7K_00","PPP1R15A"
"SYNDIG1","MsAge7K_00","SYNDIG1"
"ZBTB34","MsAge7K_00","ZBTB34"
"CHD7","MsAge7K_00","CHD7"
"KIAA1109","MsAge7K_03","KIAA1109"
"CA12","MsAge7K_00","CA12"
"METTL7A","MsAge7K_00","METTL7A"
"ING5","MsAge7K_00","ING5"
"MRPL27","MsAge7K_00","MRPL27"
"TYW1","MsAge7K_00","TYW1"
"TYW1B","MsAge7K_00","TYW1B"
"HTR2C","MsAge7K_00","HTR2C"
"CHFR","MsAge7K_00","CHFR"
"SLC25A29","MsAge7K_00","SLC25A29"
"FAM204A","MsAge7K_00","FAM204A"
"MAGEE2","MsAge7K_00","MAGEE2"
"PLPP1","MsAge7K_00","PLPP1"
"MRPL55","MsAge7K_00","MRPL55"
"NAF1","MsAge7K_00","NAF1"
"SCYL3","MsAge7K_00","SCYL3"
"PRMT6","MsAge7K_16","PRMT6"
"RNF138","MsAge7K_00","RNF138"
"MSRB1","MsAge7K_00","MSRB1"
"SDCBP2","MsAge7K_00","SDCBP2"
"BLOC1S5","MsAge7K_00","BLOC1S5"
"BLOC1S5-TXNDC5","MsAge7K_00","BLOC1S5-TXNDC5"
"MTRF1L","MsAge7K_00","MTRF1L"
"RAB27A","MsAge7K_00","RAB27A"
"YPEL2","MsAge7K_01","YPEL2"
"CALR","MsAge7K_00","CALR"
"KLF6","MsAge7K_02","KLF6"
"ADAL","MsAge7K_00","ADAL"
"HECW2","MsAge7K_02","HECW2"
"SLC9A9","MsAge7K_08","SLC9A9"
"FAT1","MsAge7K_03","FAT1"
"ZSCAN22","MsAge7K_00","ZSCAN22"
"ANKRD44","MsAge7K_00","ANKRD44"
"ITIH5","MsAge7K_03","ITIH5"
"SNAPC2","MsAge7K_00","SNAPC2"
"TSPAN6","MsAge7K_00","TSPAN6"
"LRIF1","MsAge7K_00","LRIF1"
"B3GALT5","MsAge7K_04","B3GALT5"
"RWDD2A","MsAge7K_00","RWDD2A"
"NDUFA1","MsAge7K_10","NDUFA1"
"PPWD1","MsAge7K_00","PPWD1"
"FBXL12","MsAge7K_00","FBXL12"
"DLGAP2","MsAge7K_08","DLGAP2"
"ARL10","MsAge7K_00","ARL10"
"TCEAL1","MsAge7K_00","TCEAL1"
"TMEM191C","MsAge7K_00","TMEM191C"
"TMEM191B","MsAge7K_00","TMEM191B"
"SPRY2","MsAge7K_00","SPRY2"
"TAF1C","MsAge7K_00","TAF1C"
"ZNF460","MsAge7K_00","ZNF460"
"IQGAP2","MsAge7K_11","IQGAP2"
"GLIS2","MsAge7K_00","GLIS2"
"CAPN7","MsAge7K_00","CAPN7"
"IFNAR2","MsAge7K_00","IFNAR2"
"GAREM2","MsAge7K_00","GAREM2"
"NLGN1","MsAge7K_08","NLGN1"
"SLC19A2","MsAge7K_00","SLC19A2"
"CHST12","MsAge7K_00","CHST12"
"PYCR3","MsAge7K_00","PYCR3"
"ZNF446","MsAge7K_00","ZNF446"
"RPL27","MsAge7K_12","RPL27"
"EBP","MsAge7K_00","EBP"
"MRPL36","MsAge7K_00","MRPL36"
"SPG11","MsAge7K_03","SPG11"
"RIOX2","MsAge7K_00","RIOX2"
"EPHA7","MsAge7K_11","EPHA7"
"NSUN7","MsAge7K_11","NSUN7"
"SPEF2","MsAge7K_00","SPEF2"
"TTC9B","MsAge7K_00","TTC9B"
"NUDT11","MsAge7K_13","NUDT11"
"H3F3A","MsAge7K_00","H3F3A"
"RHOQ","MsAge7K_00","RHOQ"
"TMEM101","MsAge7K_00","TMEM101"
"NHLRC1","MsAge7K_00","NHLRC1"
"YIF1A","MsAge7K_00","YIF1A"
"ADAMTS10","MsAge7K_01","ADAMTS10"
"RPL28","MsAge7K_10","RPL28"
"WDR3","MsAge7K_00","WDR3"
"STX1A","MsAge7K_02","STX1A"
"NRP1","MsAge7K_15","NRP1"
"ARRDC3","MsAge7K_01","ARRDC3"
"XPA","MsAge7K_00","XPA"
"SORD","MsAge7K_00","SORD"
"TWF1","MsAge7K_00","TWF1"
"TYW5","MsAge7K_00","TYW5"
"TMEM160","MsAge7K_00","TMEM160"
"CTXND1","MsAge7K_00","CTXND1"
"GPR12","MsAge7K_00","GPR12"
"DPYSL3","MsAge7K_01","DPYSL3"
"TMOD1","MsAge7K_00","TMOD1"
"CERS2","MsAge7K_01","CERS2"
"WDR83","MsAge7K_00","WDR83"
